"whichDataset","sentiment","text"
"Obama",0,"Add your name to the thousands of people asking Congress to stand up and #DoSomething about gun violence: http://t.co/S2Y1Mk6iWK"
"Obama",0,"RT @WhiteHouse: RT to spread the word: We've reduced the deficit by nearly three-fourths under @POTUS ‰ Õ http://t.co/CCYfrIrLRr http://t.co/‰Û_"
"Obama",1,"LIVE: President Obama is speaking at a celebration of Hispanic Heritage Month. http://t.co/E1PA8AZUDS"
"Obama",0,"Tune in at 4:45 p.m. ET to watch President Obama speak at an event celebrating Hispanic Heritage Month. http://t.co/GXwTQgKqnG"
"Obama",0,"See where your representatives stand on the basic science of climate change: http://t.co/ElYb0YIG73 #ActOnClimate"
"Obama",-1,"Climate change denial is at a record low‰ÛÓjust not in Congress. Read more: http://t.co/0sVnLm05NQ #ActOnClimate"
"Obama",1,"Make your sweet tooth happy‰ÛÓit's #NationalDessertDay. http://t.co/L7GnDIUO3c"
"Obama",3,"Hundreds of organizers recently gathered in New Mexico to celebrate progress on health care reform. Read more: http://t.co/k89X7zL294"
"Obama",-1,"RT @WhiteHouse: RT if you agree: We can't condemn our kids to a planet that's beyond fixing. http://t.co/xQDERBymp3 #PeoplesClimate http://‰Û_"
"Obama",1,"Another reason why it's so important to #ActOnClimate: http://t.co/XsCMTXEWdT"
"Obama",2,"Read why @GovEdRendell thinks #TPP will be good for manufacturing and boost products #MadeInAmerica: http://t.co/qJJO4ShVUs"
"Obama",1,"Former Washington Governor Christine Gregoire on why the #TPP will help protect the environment: http://t.co/o6zeYoOKFp"
"Obama",1,"Expanding Medicaid isn't just practical‰ÛÓit's the right thing to do. http://t.co/RDg6nz8nnF #PeopleOverPolitics"
"Obama",-1,"Repealing #Obamacare is still a bad idea. http://t.co/pBGjtIKc59"
"Obama",0,"Keep the conversation on gun violence going until Congress will #DoSomething about it: http://t.co/A96eAymD37"
"Obama",0,"""Outdated trade rules put our workers at a disadvantage‰ÛÓand TPP will change that."" ‰ÛÓPresident Obama http://t.co/mrdFZvoETy #TPP"
"Obama",0,"In the weekly address, President Obama discusses how the #TPP will put American workers first. http://t.co/mrdFZvoETy"
"Obama",1,"Wind and solar energy are getting cheaper and cheaper‰ÛÓthe #SwitchToClean energy is happening. http://t.co/nzigk15vXp"
"Obama",0,"Add your name to the list of people asking Congress to #DoSomething about gun violence: http://t.co/Ff6P4JyV9Y"
"Obama",0,"Check out how these @OFA volunteers are making a difference on gun violence in their community: http://t.co/0lAwbcKo7D #DoSomething"
"Obama",0,"Retweet if you agree: It's time for Congress to put politics aside and #DoSomething about gun violence. http://t.co/TaInIBmrhG"
"Obama",1,"Our thoughts and prayers are not enough. It's time for Congress to #DoSomething to prevent gun violence tragedies: http://t.co/TMWUhGgsXK"
"Obama",0,"""This will not change until the politics change."" ‰ÛÓPresident Obama on gun violence #DoSomething http://t.co/kqz7WIShnh"
"Obama",1,"Take a look at some of the most important recent stories on gun violence prevention: http://t.co/02cXehbVvi #DoSomething"
"Obama",0,"Add your name if you agree it's time for Congress to #DoSomething about gun violence in America. http://t.co/ttnwvksW10"
"Obama",2,"RT @WhiteHouse: Every hardworking American should earn enough money to support their family ‰ Õ http://t.co/12kdzQvx1i #StartTheConvo http://‰Û_"
"Obama",0,"LIVE: President Obama is speaking at the @WhiteHouse Summit on Worker Voice. http://t.co/Fnr99d1D7q"
"Obama",1,"An @OFA volunteer reflects on the trainings she received‰ÛÓthat helped her land her dream job. http://t.co/YABvrFllkR"
"Obama",0,"RT @WhiteHouse: President Obama's trade deal = More #MadeInAmerica exports abroad. More higher-paying jobs here at home. #TPP https://t.co/‰Û_"
"Obama",0,"Stand up for American workers‰ÛÓadd your name if you agree it's time to #LeadOnTrade. http://t.co/YBluIYLipw"
"Obama",0,"The #TPP establishes the highest labor standards of any trade agreement in history. http://t.co/3vqoancyYp"
"Obama",1,"The more U.S. goods sold abroad, the more higher-paying jobs are supported at home‰ÛÓanother reason to #LeadOnTrade: http://t.co/P2Gl6w6R1Z"
"Obama",-1,"""I refuse to leave our children a planet that's beyond their capacity to repair."" ‰ÛÓPresident Obama #OurOcean2015 https://t.co/TfbkHQDDg0"
"Obama",2,"Add your name to support the most progressive trade deal in this nation's history: http://t.co/DPx1onQXmm #LeadOnTrade"
"Obama",1,"RT @WhiteHouse: ""Environmentalists praise wildlife measures in Trans-Pacific trade pact"" ‰ Õ http://t.co/8iqgQCfoZZ #TPP http://t.co/mPvsuaRX‰Û_"
"Obama",1,"Great news: President Obama just secured a trade deal that puts American workers first. http://t.co/lYI3qRClX6 #LeadOnTrade"
"Obama",1,"Twenty-three years and still going strong. Here's to many more. #HappyAnniversary http://t.co/EdEvqUF0s7"
"Obama",0,"""Congress should do its job, stop kicking the can down the road, and pass a serious budget."" ‰ÛÓPresident Obama http://t.co/HsE9QjkfLD"
"Obama",0,"In the weekly address, President Obama urges Congress to pass a real budget. http://t.co/HsE9QjkfLD"
"Obama",0,"Private-sector jobs have grown for a record-breaking 67 straight months‰ÛÓbut there's more to do."
"Obama",-1,"More than 10,000 people die from gun violence in the U.S. each year‰ÛÓthat can change. http://t.co/Oi80sA6qJD http://t.co/iguwO9P5dh"
"Obama",0,"Our thoughts and prayers are not enough‰ÛÓit's time to take action. http://t.co/qfEm0j9r3V"
"Obama",-1,"RT @WhiteHouse: Watch @POTUS speak on the tragic shooting in Roseburg, Oregon. #UCCShooting http://t.co/8sheX2zpFa"
"Obama",0,"RT @WhiteHouse: At 6:20pm ET, @POTUS will deliver a statement on the shooting in Oregon ‰ Õ https://t.co/g3WEdxpHwx #UCCShooting"
"Obama",1,"RT @WhiteHouse: RT if you agree: It's time to make community college free for responsible students ‰ Õ http://t.co/SEGOA421q1 https://t.co/VN‰Û_"
"Obama",0,"Organizers across the country are working to prevent gun violence‰ÛÓstate by state. Read more: http://t.co/DpnWBhEJcc"
"Obama",0,"LAST CALL: Enter for a chance to meet President Obama. http://t.co/0s2pXZGsI0 http://t.co/cbSaQVR4SO"
"Obama",0,"DEADLINE: Tonight. Time to make your move‰ÛÓchip in now. http://t.co/AjKnE79V5V http://t.co/fwz6HYAmqw"
"Obama",-1,"This is your chance to meet President Obama. (No joke.) http://t.co/wrjKnubpxY http://t.co/EoSWsROzjY"
"Obama",0,"You and a guest could fly to D.C. and meet the President. Enter now for your chance: http://t.co/k3VB2JxQAg"
"Obama",0,"Give this grassroots movement a lift‰ÛÓbecome a recurring donor today: http://t.co/90E4s8MZth http://t.co/fFsIi3uHLc"
"Obama",-1,"Enter before midnight and you‰ÛÓand your BFF‰ÛÓcould meet the President this fall. http://t.co/XjtDaGWXno http://t.co/hRrMiIawHe"
"Obama",2,"Better hurry‰ÛÓthe deadline to show your support for this grassroots movement is tonight. http://t.co/n8C7rdD4s0 http://t.co/GHxzFc8rTC"
"Obama",0,"Want to hear that laugh in person? Throw your name in before tonight's deadline: http://t.co/XZkI1GSUg9 http://t.co/bgzegZCDDU"
"Obama",-1,"Enter now and you could meet President Obama in D.C. this fall: http://t.co/HDxcIuds0r"
"Obama",-1,"Coffee: ‰ _ Fall sweater: ‰ _ Meeting the President: ?  Enter before #NationalCoffeeDay ends: http://t.co/S6F8APNINk http://t.co/6HdX6i20kg"
"Obama",0,"Chip in to fight for real, lasting change: http://t.co/OKJKKxfDIi http://t.co/qq6zlVWWeG"
"Obama",1,"Give it your best shot‰ÛÓenter today for your chance to meet the President: http://t.co/jXBu09fx7F http://t.co/VRgaDL2FQu"
"Obama",0,"In an interview with @RollingStone, President Obama lays out why we need to #ActOnClimate before it's too late. http://t.co/gMyOuzHcNM"
"Obama",1,"This movement started with grassroots supporters just like you. Help keep it going‰ÛÓchip in $5 or more today: http://t.co/L5qG329kPg"
"Obama",-1,"Watch a #VICEonHBO clip about President Obama's historic visit to a federal prison: http://t.co/rn8up4iCE5"
"Obama",-1,"Don't miss the chance to meet President Obama this fall‰ÛÓall you have to do is enter: http://t.co/5uTwJE8jiX"
"Obama",0,"RT @WhiteHouse: Watch @POTUS speak at the @UN General Assembly at 10am ET ‰ Õ http://t.co/QrXzBhdOjp #UNGA http://t.co/9vdmSOeYe6"
"Obama",0,"Want to be the one walking through that door? Enter the contest now: http://t.co/CZs9v11xTo http://t.co/ip7vt2AyhT"
"Obama",0,"Beat the buzzer‰ÛÓthe big fundraising deadline is almost here. http://t.co/LwzgniHTi7 http://t.co/pBOUdYJsTH"
"Obama",-1,"Time's running out‰ÛÓdon't miss your chance to meet President Obama. http://t.co/ISoGPzOgjC http://t.co/35VNYcJ173"
"Obama",0,"Do you hear that? It's the sound of a big fundraising deadline. Chip in now: http://t.co/P2OKsoqauD http://t.co/HwLOkj1Yu7"
"Obama",-1,"Fall is here‰ÛÓand so is your chance to meet President Obama. Enter now: http://t.co/n4NbQGNFEY http://t.co/WcGg9JgUtI"
"Obama",0,"Walk the walk‰ÛÓsupport the team that's fighting for today's important issues. http://t.co/wbVIDVxuR3 http://t.co/l0L3qFHqHe"
"Obama",-1,"Climate change is an issue that cannot be left for future generations‰ÛÓand @pontifex agrees: http://t.co/f9HHt0iOJk #ActOnClimate"
"Obama",0,"You could win a chance to meet President Obama. (Let that sink in.) Enter now: http://t.co/KSgSX9Q2oZ http://t.co/jmYatM9iHS"
"Obama",0,"Don't cruise past this fundraising deadline. Chip in now: http://t.co/JJdjpc5NsC http://t.co/Hcxby32bBv"
"Obama",-1,"With less than a week left to avert a shutdown, Congress is wasting time trying to take away women's access to health care. #EnoughAlready"
"Obama",0,"Change starts with people working together. Read how volunteers in Tucson are organizing to make change a reality: http://t.co/9DZsoYQhQX"
"Obama",0,"Give your #SquadGoals an upgrade‰ÛÓenter now to meet President Obama: http://t.co/YciDxgp2G7 http://t.co/NTGLaTFJvi"
"Obama",1,"17.6 million Americans covered‰ÛÓthat's a number to celebrate: http://t.co/O9RMgldsv0 #Obamacare"
"Obama",1,"Watch @Pontifex say why it's so important for everyone to come together to #ActOnClimate. #PopeInDC http://t.co/ouZ0PDWQKt"
"Obama",1,"Dress to impress‰ÛÓyou could win the chance to meet President Obama. Enter now: http://t.co/zBueGYPTHd http://t.co/fAXVkEzVqU"
"Obama",2,"""Michelle and I extend our wishes for an easy fast to all those observing Yom Kippur."" ‰ÛÓPresident Obama"
"Obama",1,"RT @WhiteHouse: ‰ÛÏAs the son of an immigrant, I‰Ûªm happy to be a guest in this country, which was largely built by such families.‰Û  ‰ÛÓ@Pontifex‰Û_"
"Obama",0,"LIVE: Watch as @Pontifex is welcomed to the White House. http://t.co/ZFiuZHzv1c #PopeInDC"
"Obama",0,"Get your camera ready‰ÛÓthis is your chance to meet President Obama. Enter now: http://t.co/0oV4SDhmTC http://t.co/RSAOEK6By5"
"Obama",0,"LIVE: President Obama and others are greeting @Pontifex at Joint Base Andrews. http://t.co/zjsmIQ2ZBo"
"Obama",0,"RT @WhiteHouse: .@Pontifex is coming to the White House. Here's what you need to know ‰ Õ http://t.co/LJG9gY1PiX #PopeInDC http://t.co/XVzxwm‰Û_"
"Obama",0,"America doesn't need another shutdown‰ÛÓmembers of Congress need to do their job and pass a budget. Read more: http://t.co/f3JIAvFN4Y"
"Obama",0,"Hope you're ready‰ÛÓfall is here. http://t.co/LpWzq0BmiU"
"Obama",-1,"Read how @OFA volunteers in Tucson are working hard to bring change to their community. http://t.co/oMXhaZuidu"
"Obama",0,"Climate change is real‰ÛÓand it's time to act. http://t.co/bjIcRhTniI (h/t @washingtonpost) http://t.co/U9HJCLVUGt"
"Obama",1,"RT @WhiteHouse: ""If we keep moving forward...my daughters‰Ûª children will be able to cross that bridge in an America that‰Ûªs more free"" http:‰Û_"
"Obama",1,"""There‰Ûªs nothing principled about the idea of another government shutdown."" ‰ÛÓPresident Obama http://t.co/P7dlz9Q0V9"
"Obama",0,"In the weekly address, President Obama calls on Congress to stop playing games with our economy and pass a budget. http://t.co/P7dlz9yq3B"
"Obama",0,"LIVE: President Obama is speaking at the White House screening of @Vice's documentary on criminal justice reform. http://t.co/yeB7SdvFL4"
"Obama",1,"When women are empowered, extraordinary things happen. Read more: http://t.co/rJcgDBNvqY http://t.co/2y4N6lLsn3"
"Obama",0,"Retweet if you agree. #LeadOnLeave http://t.co/RTPz8Ni0zK"
"Obama",2,"It's time to #LeadOnLeave‰ÛÓbecause what's good for workers and families is good for the economy: http://t.co/Venhc8up8h"
"Obama",-1,"The uninsured rate continues to fall‰ÛÓand that's no accident. Read about how #Obamacare is making a difference: http://t.co/eCHaWdPKam"
"Obama",0,"""If you're eligible, commit to becoming a citizen today."" ‰ÛÓPresident Obama #ConstitutionDay https://t.co/y899RqDw4m"
"Obama",1,"Investments in clean energy are boosting the economy‰ÛÓwhile fighting climate change. #ActOnClimate http://t.co/24j5r1rmAW"
"Obama",0,"States and cities from the U.S. and China are pledging to #ActOnClimate‰ÛÓyears earlier than national targets. http://t.co/VCyS0feIHY"
"Obama",0,"Since President Obama took office, the economy has seen the longest streak of private-sector job growth on record. http://t.co/eQfj7I4Hf7"
"Obama",-1,"Obamacare is working‰ÛÓand it's lowering the uninsured rate: http://t.co/ai6kVADJIN"
"Obama",4,"RT @POTUS: Cool clock, Ahmed. Want to bring it to the White House? We should inspire more kids like you to like science. It's what makes Am‰Û_"
"Obama",0,"Since President Obama took office, the deficit has been reduced by more than two-thirds. http://t.co/lpOOBKxN5d"
"Obama",0,"LIVE: President Obama is speaking with a group of business leaders at the @BizRoundtable. http://t.co/ntXhYFIvWD"
"Obama",0,"Listen to President Obama's advice on going to college for high school seniors‰ÛÓincluding his oldest daughter. http://t.co/SvqO4wyZiW"
"Obama",0,"RT @WhiteHouse: We've come a long way since the financial crisis. Take a look back at the progress we've made: http://t.co/j4gclVBvA4 http:‰Û_"
"Obama",0,"Be part of the team fighting back against misinformation with facts: http://t.co/icg1JZ1EUE http://t.co/loxbvboLwq"
"Obama",0,"RT @WhiteHouse: ‰ÛÏWe‰Ûªre giving you some news you can use!‰Û  ‰ÛÓ@POTUS on the #CollegeScorecard: http://t.co/uSm7RV56Ul http://t.co/op7gPXmztD"
"Obama",0,"LIVE: President Obama is hosting a town hall on college access and affordability with high school students. http://t.co/b9Xi7mmcbr"
"Obama",0,"Tune in at 4:40 p.m. ET to watch President Obama discuss college affordability with high school students in Iowa: http://t.co/D4mKdbJBIf"
"Obama",0,"""From my family to yours, Shanah Tovah."" ‰ÛÓPresident Obama on #RoshHashanah http://t.co/O4TP1EOQfY"
"Obama",2,"""Everyone should be able to find clear, reliable, open data on college affordability and value."" ‰ÛÓPresident Obama http://t.co/rl0d4lYTaQ"
"Obama",0,"In the weekly address, President Obama discusses another step in expanding #CollegeOpportunity. http://t.co/rl0d4mguzq"
"Obama",0,"RT @WhiteHouse: Watch @POTUS reflect on September 11, 2001. #911Anniversary #AskPOTUS #NeverForget http://t.co/sGgtciBnml"
"Obama",0,"""The events of September 11, 2001, left a permanent mark on the spirit of every American."" ‰ÛÓPresident Obama http://t.co/oob3Hc0vmi"
"Obama",1,"""This vote is a victory for diplomacy ... and for the safety and security of the world."" ‰ÛÓPresident Obama on the #IranDeal vote"
"Obama",3,"Retweet if you agree that education should be available to all those willing to work for it. #CollegeOpportunity http://t.co/4HyiqG46mm"
"Obama",1,"""I want two years of college to be as free and universal as high school is today."" ‰ÛÓPresident Obama http://t.co/bCyIRfknii"
"Obama",1,"Progress happens when people fight for it. Join the movement‰ÛÓsay you're in: http://t.co/SJBTJ4HLP9 http://t.co/rjGXjzlblf"
"Obama",0,"""I believe that working Americans should have the basic security of paid leave."" ‰ÛÓPresident Obama #LeadOnLeave http://t.co/ynIFoRouyj"
"Obama",0,"LIVE: President Obama and @DrBiden discuss the administration's plan to expand #CollegeOpportunity. http://t.co/9dgwtJbcyp"
"Obama",0,"Tune in at 3:40 p.m. ET to watch President Obama and @DrBiden speak in Michigan on expanding #CollegeOpportunity. http://t.co/3Y6tYK6YQH"
"Obama",3,"RT @WhiteHouse: Join the movement to make community college free for anyone willing to work for it: http://t.co/gzvcnH3jbu https://t.co/IkR‰Û_"
"Obama",0,"Solar energy is heading toward a record-setting year for growth. Find out more: http://t.co/L72GR0YrCp"
"Obama",0,"Get the facts on one of today's most consequential foreign policy debates: http://t.co/e5DVy50S2l #IranDeal"
"Obama",0,"The Obama administration is pushing for paid leave and a higher minimum wage at the state and local level. http://t.co/0oW8hN3jar"
"Obama",-1,"RT @WhiteHouse: Watch why VP Cheney is just as wrong on the #IranDeal as he was on Iraq ‰ Õ http://t.co/3PJ1t1gVwu #WrongThenWrongNow https:/‰Û_"
"Obama",0,"Check out Secretary of State @JohnKerry's op-ed debunking some of the myths surrounding the #IranDeal. http://t.co/dXPXxzhcHI"
"Obama",1,"The #IranDeal has overwhelming support among leading scientists and non-proliferation experts. http://t.co/BxrK6jldNt"
"Obama",1,"Today, America celebrates the grit and resilience of working families. Happy #LaborDay. http://t.co/WUEQreifAe"
"Obama",-1,"Today President Obama is expanding access to paid sick leave for about 300,000 federal workers. http://t.co/SMDmrDJElJ #LeadOnLeave"
"Obama",0,"LIVE: President Obama is speaking at the Greater Boston Labor Council #LaborDay Breakfast. http://t.co/a1JvqHrazW"
"Obama",-1,"RT @WhiteHouse: Big news: @POTUS is expanding access to paid sick leave for 300,000 workers ‰ Õ http://t.co/OGSe6YJmxc #LeadOnLeave http://t.‰Û_"
"Obama",-1,"""Plain and simple, a shutdown would hurt working Americans."" ‰ÛÓPresident Obama http://t.co/lgum3nGBmk"
"Obama",0,"In the weekly address, President Obama discusses the need for Congress to pass a budget and avoid a shutdown. http://t.co/lgum3nYcdS"
"Obama",2,"It's a beautiful world. Let's fight to protect it. http://t.co/DrBP5VCgr0"
"Obama",0,"Go behind the lens with @PeteSouza's photo gallery from President Obama's recent trip to Alaska. http://t.co/cisonNXKnY"
"Obama",1,"DEADLINE: Today is your last chance to show your support for updated overtime rules. http://t.co/SuhAfiFgRy #FixOvertime"
"Obama",2,"Higher wages, 173,000 jobs added, and a dropping unemployment rate are all good news‰ÛÓbut there's more work to do. http://t.co/ji2mXAJTZd"
"Obama",0,"RT @WhiteHouse: Good news: The unemployment rate fell to the lowest level since April 2008 last month ‰ Õ http://t.co/EA4m4Ykvu7 http://t.co/‰Û_"
"Obama",0,"The economy added 173,000 jobs in August‰ÛÓa record-breaking 66 consecutive months of private-sector job growth."
"Obama",0,"Under the #IranDeal, Iran can't build a secret nuclear weapon. Learn more: http://t.co/ileTwVVRfl"
"Obama",-1,"RT @CNNPolitics: .@POTUS busts a move with Alaskan middle schoolers http://t.co/1DzLfhMDtk  #ObamaAK #Alaska via @KristenhCNN http://t.co/v‰Û_"
"Obama",0,"Tomorrow is the last day‰ÛÓadd your name if you agree it's time to #FixOvertime for millions of middle-class families: http://t.co/PM2jrrjXSG"
"Obama",0,"Read why it's crucial to #FixOvertime protections for millions of working families. http://t.co/ojDJfiFBQI"
"Obama",0,"Read how the Obama administration is fighting to restore workers' rights for millions of hard-working Americans. http://t.co/d4X2zo2ViJ"
"Obama",0,"RT @WhiteHouse: Watch @POTUS go behind the camera in Alaska to talk about the impacts of climate change: http://t.co/eAVC9RjeMV https://t.c‰Û_"
"Obama",0,"President Obama is highlighting the effects of climate climate during his trip to Alaska. Check it out: http://t.co/Skkh8ciLsE"
"Obama",-1,"""Few things can have as negative an impact on our economy as climate change."" ‰ÛÓPresident Obama #ActOnClimate http://t.co/0ifY6Lmvfm"
"Obama",-1,"‰ÛÏClimate change is no longer some far-off problem; it is happening here, it is happening now."" ‰ÛÓPresident Obama http://t.co/GpZw8q2DYY"
"Obama",0,"Get a behind-the-scenes look at President Obama's trip to Alaska‰ÛÓthe front lines in the fight against climate change. http://t.co/w3OHUbZJxX"
"Obama",0,"Make your voice heard on updating overtime rules before Friday's deadline: http://t.co/aXrmUzSjRH #FixOvertime http://t.co/iVGfgVV2Ho"
"Obama",0,"It's official: Mount McKinley is now Denali. http://t.co/gEBAN1m9Op http://t.co/NdnYDb4YE9"
"Obama",0,"Read what former U.S. Secretary of State @Madeleine Albright has to say about the #IranDeal. http://t.co/WjdXPU01Aj"
"Obama",0,"RT @WhiteHouse: Follow along as @POTUS heads to the frontlines of our fight against climate change in Alaska ‰ Õ http://t.co/eAVC9RAQbv http:‰Û_"
"Obama",1,"Find out how @OFA is giving organizers around the country the training and management skills they need to succeed. http://t.co/zUECBnYZhP"
"Obama",0,"""As long as I‰Ûªm President, America will lead the world to meet the threat of climate change."" ‰ÛÓPresident Obama http://t.co/KjpcaULAUR"
"Obama",0,"In the weekly address, President Obama discusses his upcoming trip to Alaska and pledges to #ActOnClimate. http://t.co/KjpcaUtZwh"
"Obama",0,"Read @AmbassadorPower's thoughts on why it's vital for Congress to stand by the #IranDeal. http://t.co/t2uK3IWvGc"
"Obama",-1,"These professional fellows learned skills that will help them keep fighting for the issues that matter. http://t.co/ZYAezxkRW5"
"Obama",0,"Add your name‰ÛÓbecause in 2015, equal pay for equal work shouldn't be controversial. http://t.co/tv5ssVBQRd #StandWithWomen"
"Obama",2,"RT @WhiteHouse: ""You know the sun comes out after every storm."" ‰ÛÓ@POTUS on the progress since Katrina and the work still ahead: http://t.co‰Û_"
"Obama",0,"LIVE: President Obama is speaking about the rebuilding of New Orleans ten years after Hurricane Katrina. http://t.co/18U5Zv53ir #Katrina10"
"Obama",0,"Tune in at 4:55 p.m. ET to watch President Obama discuss #Katrina10 and the rebirth of New Orleans. http://t.co/BqvZzpEx86"
"Obama",2,"Add your name if you believe that when women succeed, America succeeds: http://t.co/4fgrm8lVv3 #StandWithWomen"
"Obama",0,"RT @WhiteHouse: Secretary @ErnestMoniz spent 40 years on the nuclear physics faculty at MIT. Watch him explain the #IranDeal science: http:‰Û_"
"Obama",3,"Meet Alexa‰ÛÓan @OFA supporter who knows there's no better time to fight for progress than now. http://t.co/WQQajLCqlO"
"Obama",0,"One organizer is sharing her story about continuing the fight for women‰Ûªs rights: http://t.co/ts625eGIWV"
"Obama",1,"This #WomensEqualityDay, say you'll continue the fight for progress. http://t.co/jsF29Z0GJj http://t.co/AmSm4f9r1W"
"Obama",0,"The fight for equality is not over. #WomensEqualityDay http://t.co/NBkDlgFYpc"
"Obama",-1,"""No challenge poses a greater threat to our future than climate change."" ‰ÛÓPresident Obama http://t.co/sM8q8KdqtT #ActOnClimate"
"Obama",-2,"RT @WhiteHouse: ""We refuse to surrender the hope of a clean energy future to those who fear it and fight it."" ‰ÛÓ@POTUS: http://t.co/jmJUBHSL‰Û_"
"Obama",1,"Thanks @NatlParkService for keeping our lands and waters beautiful for 99 years‰ÛÓand counting. #FindYourPark http://t.co/pJihAhHnVG"
"Obama",1,"These fellows are fighting for progress by building new digital organizing skills. Read more: http://t.co/mVjs9ly9wE"
"Obama",0,"Want to join the conversation on the #IranDeal? Add your name to get more information. http://t.co/pfZ13SZoUV"
"Obama",1,"LIVE: President Obama is speaking at the National Clean Energy Summit. http://t.co/nT5D3qut8D #NCES8"
"Obama",1,"RT @WhiteHouse: Big #ActOnClimate news today: @POTUS is announcing $1 billion in new clean energy commitments: http://t.co/WHt0jTqlev http:‰Û_"
"Obama",1,"Tune in at 8 p.m. ET to watch President Obama speak at the National Clean Energy Summit in Las Vegas: http://t.co/bJjH0wVLtF #NCES8"
"Obama",2,"President Obama is announcing a plan to make it easier and cheaper for homeowners to #SwitchToClean energy: http://t.co/uVZmnmUjLI"
"Obama",0,"Investing in renewable energy helps fight climate change‰ÛÓand creates jobs. #ActOnClimate http://t.co/AnCmecZuV1"
"Obama",-1,"Find out how one young organizer is turning her outrage on the gender wage gap into action. http://t.co/FD1NKHdPwb"
"Obama",1,"Read why it's so important to stay informed and join the conversation on the #IranDeal. http://t.co/H4b91hsHex"
"Obama",-1,"""Congress left town for five full weeks‰ÛÓand they left behind a stack of unfinished business."" ‰ÛÓPresident Obama http://t.co/Cnv8PFW4De"
"Obama",0,"In the weekly address, President Obama discusses the need for Congress to pass a responsible budget. http://t.co/Cnv8PGdFuM"
"Obama",1,"Add your name to get important information about the #IranDeal‰ÛÓand make sure you have all the facts: http://t.co/PX1krC7wxC"
"Obama",1,"Leading scientists and non-proliferation experts are making their voices heard on the #IranDeal. http://t.co/uMyNmBwrvf"
"Obama",0,"Today, two women are making history‰ÛÓbecoming the first to graduate from the @USArmy's Ranger School: http://t.co/psTAKusoO6"
"Obama",1,"July was the hottest month ever recorded: http://t.co/CMuoKLA8Cm"
"Obama",0,"This is a big deal in the fight to curb climate change. #ActOnClimate http://t.co/kKd3iHCfbH"
"Obama",1,"Getting the full story on something as big as the #IranDeal is important. Add your name to stay informed: http://t.co/V0CPOiaZfA"
"Obama",0,"Follow the new ""Letters to President Obama"" Tumblr‰ÛÓstarting with a letter thanking the President for #Obamacare: http://t.co/qF2JfsfutZ"
"Obama",2,"Don‰Ûªt let climate change deniers set us back. Add your name to support the Clean Power Plan: http://t.co/sxMXJrfPB9"
"Obama",1,"Give 42 a round of applause today. Happy birthday, @BillClinton. http://t.co/p6nryaFyzw"
"Obama",0,"Change starts with one voice speaking out. Read one organizer‰Ûªs story about the fight for women‰Ûªs rights: http://t.co/9d6XgZQhMh"
"Obama",0,"New limits on methane pollution will help curb climate change and protect public health: http://t.co/lQNiKqDsZO #ActOnClimate"
"Obama",0,"Be part of the @OFATruthTeam‰ÛÓand fight back with facts: http://t.co/Euq5nih3Rn http://t.co/HiU7jQ5m93"
"Obama",1,"Climate change deniers want to stop the Clean Power Plan. Don‰Ûªt let them‰ÛÓadd your name today: http://t.co/Qq3d4Eq8A7 #ActOnClimate"
"Obama",1,"RT @WhiteHouse: The 19th Amendment was ratified 95 years ago, giving every American woman the right to vote ‰ Õ http://t.co/5ADQ37zkOC http:/‰Û_"
"Obama",2,"Add your name if you're ready for cleaner, safer air: http://t.co/PWtDU81XGK #ActOnClimate http://t.co/rVnR9KDCCF"
"Obama",2,"RT @WhiteHouse: ""Emma Didlake served her country with distinction and honor, a true trailblazer for generations of Americans"" ‰ÛÓ@POTUS http:‰Û_"
"Obama",0,"Read about President Obama's latest move to reduce methane gas pollution from landfills: http://t.co/oeyIiaMff3 #ActOnClimate"
"Obama",0,"WATCH: Find out why President Obama is heading to Alaska at the end of the month. http://t.co/UyAmOWgqcG"
"Obama",2,"Take a stand with state leaders committed to #ActOnClimate. Show your support for the Clean Power Plan: http://t.co/yo59OncP6E"
"Obama",0,"Jon traveled 3,000 miles to change the conversation about climate change. Read more: http://t.co/IKrE4I0aY7 #ActOnClimate"
"Obama",1,"In the weekly address, President Obama discusses efforts to improve community policing. Watch now: http://t.co/4FPtwXJxK1"
"Obama",0,"A majority of Americans favor a pathway to citizenship for illegal immigrants living in America: http://t.co/xkyNrdtrzN"
"Obama",0,"Studies show that #Obamacare is not ‰ÛÏkilling‰Û  full-time jobs like critics claim: http://t.co/9LlBJTkWgh"
"Obama",0,"These three Marines lowered the American flag in #Cuba in 1961. Today, they raised it again: http://t.co/sxr8aseZjw"
"Obama",0,"Today is the 80th birthday of #SocialSecurity‰ÛÓa lifeline to millions of Americans. http://t.co/rBA99iZ1L8"
"Obama",0,"Read about Jon's 3,000 mile journey to fight climate change: http://t.co/RGFnfHnuXt #ActOnClimate"
"Obama",0,"Retweet if you believe it's time for action on climate change. #ActOnClimate http://t.co/SUQYTCvC4n"
"Obama",1,"Read President Obama's powerful letter to the editor on restoring the Voting Rights Act: http://t.co/RP9f7l3cZb"
"Obama",0,"President Obama is heading to Alaska‰ÛÓthe front lines in the fight against climate change. http://t.co/UyAmOWgqcG"
"Obama",3,"RT @WhiteHouse: ""Michelle and I send our best wishes to President Carter for a fast and full recovery."" ‰ÛÓ@POTUS http://t.co/BHfntH0Sh6"
"Obama",2,"Expanding overtime protections will be good for women and good for families. #FixOvertime http://t.co/UdJ0XURtJT"
